Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,,OS,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1,Type_1,Stand-by,Talk time,Colors,Price,Chipset,GPU,Features,Alert types,_1_1,GPRS,EDGE,Infrared port,Languages,Phonebook,Call records,Messaging,Games,Java,4G bands,Music play,NFC,Build,Quad,Dual,Features_1,Charging,Models,Performance,Display,Camera,Loudspeaker_1,Battery life,Triple,Protection,128GB 4GB RAM,SAR,64GB 4GB RAM,Dual_1,SAR EU,Clock,Alarm,Audio quality,5G bands,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,128GB 6GB RAM 
lenovo,Lenovo C2 Power,https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-c2-power.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, September","Available. Released 2016, November",9.6 mm thickness,155.6 g (5.50 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.0 GHz Cortex-A53,microSDHC (dedicated slot),16GB 2GB RAM,"8 MP, AF",Yes,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 3500 mAh, removable",Up to 408 h (3G),Up to 35 h (3G),"Black, White",About 170 EUR,Mediatek MT6735P (28 nm),Mali-T720MP2,LED flash,,,,,,,,,,,,LTE (unspecified),,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo C2,https://fdn2.gsmarena.com/vv/bigpic/Lenovo-Vibe-C2r.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, July","Available. Released 2016, July",143 x 71.4 x 8.6 mm (5.63 x 2.81 x 0.34 in),139 g (4.90 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.0 GHz Cortex-A53,microSDHC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM","8 MP, 1/4.0"", AF",720p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2750 mAh, removable",,,"Black, White",About 200 EUR,Mediatek MT6735P (28 nm),Mali-T720MP2,LED flash,,,,,,,,,,,,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,,,,,,K10a40,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Phab2 Plus,https://fdn2.gsmarena.com/vv/bigpic/lenovo-phab2-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - EMEA,"HSPA 42.2/5.76 Mbps, LTE","2016, June","Available. Released 2016, June",173.9 x 88.3 x 9.6 mm (6.85 x 3.48 x 0.38 in),218 g (7.69 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 112.9 cm2 (~73.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~344 ppi density)",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA,Android 6.0 (Marshmallow),Octa-core 1.3 GHz Cortex-A53,microSDXC (uses shared SIM slot),32GB 3GB RAM,"13 MP, f/2.0, PDAF, Laser AF 2 MP, (depth)",1080p@30fps,"8 MP, f/2.2, 1/3.2"", 1.4µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"2, 4, 5, 7, 12, 13, 17 - USA","Li-Ion 4050 mAh, non-removable",,,"Gunmetal Grey, Champagne Gold",About 250 EUR,Mediatek MT8783,Mali-T720MP3,"Dual-LED flash, HDR, panorama",,,,,,,,,,,,"1, 2, 3, 5, 7, 8, 20, 38, 40, 41 - ЕМЕА",,,,,,,,"PB2-670M, PB2-670N",,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Phab2,https://fdn2.gsmarena.com/vv/bigpic/lenovo-phab2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - EMEA,"HSPA 42.2/5.76 Mbps, LTE","2016, June","Available. Released 2016, June",175 x 89.5 x 9.6 mm (6.89 x 3.52 x 0.38 in),225 g (7.94 oz),,"Hybrid Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 112.9 cm2 (~72.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~229 ppi density)",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA,Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,microSDXC (uses shared SIM slot),32GB 3GB RAM,"13 MP, f/2.0, PDAF",720p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",,"2, 4, 5, 7, 12, 13, 17 - USA","Li-Ion 4050 mAh, non-removable",,,"Gunmetal Grey, Champagne Gold",About 230 EUR,Mediatek MT8735,Mali-T720MP2,"LED flash, HDR, panorama",,,,,,,,,,,,"1, 2, 3, 5, 7, 8, 20, 38, 40, 41 - EMEA",,,,,,,,"PB2-650M, PB2-650Y",,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Phab2 Pro,https://fdn2.gsmarena.com/vv/bigpic/lenovo-phab2-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100 - EMEA,"HSPA 42.2/5.76 Mbps, LTE-А (2CA) Cat7 300/100 Mbps","2016, June","Available. Released 2016, November",179.8 x 88.6 x 10.7 mm (7.08 x 3.49 x 0.42 in),259 g (9.14 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 112.9 cm2 (~70.9% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~459 ppi density)",HSDPA 850 / 1700(AWS) / 1900 / 2100 - USA,Android 6.0 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),microSDXC (uses shared SIM slot),64GB 4GB RAM,"16 MP, PDAF",1080p@30fps,"8 MP, f/2.2, 1/3.2"", 1.4µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"2, 4, 5, 7, 12, 17, 20, 30 - USA","Li-Ion 4050 mAh, non-removable",,,"Gunmetal Grey, Champagne Gold",About 350 EUR,Qualcomm MSM8976 Snapdragon 652 (28 nm),Adreno 510,"Depth & motion tracking sensors, HDR, panorama",,Project Tango,,,,,,,,,,"1, 2, 3, 5, 7, 8, 20, 38, 40, 41 - ЕМЕА",,,,,,,Fast charging 18W Quick Charge3.0,"PB2-690M, PB2-690Y",Basemark OS II 2.0: 1596Basemark X: 15210,Contrast ratio: 1784:1,,Voice 64dB / Noise 66dB / Ring 81dB,Endurance rating 96h,,,,,,,,,,Noise - 92.2 / Crosstalk - 63.5,,,,,
lenovo,Lenovo ZUK Z2,https://fdn2.gsmarena.com/vv/bigpic/zuk-z2-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2016, May","Available. Released 2016, June",141.7 x 68.9 x 8.5 mm (5.58 x 2.71 x 0.33 in),149 g (5.26 oz),,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",CDMA 800,"Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo), ZUI 2.5",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),No,"32GB 3GB RAM, 64GB 4GB RAM","13 MP, f/2.2, 1/2.6"", 1.34µm, PDAF","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.0, 1/3.2"", 1.4µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,TD-SCDMA,"Li-Po 3500 mAh, non-removable",,,"Titanium Black, Ceramic White",About 220 EUR,Qualcomm MSM8996 Snapdragon 820 (14 nm),Adreno 530,"LED flash, HDR, panorama",,24-bit/192kHz audio,,,,,,,,,,"1, 2, 3, 4, 5, 7, 8, 38, 39, 40, 41",,,"Glass front, glass back, aluminum frame",,,,,"ZUK Z2132, ZUK Z2131, Z2 Plus, Z2131",,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Vibe C,https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-c.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, May","Available. Released 2016, May",143.5 x 71.8 x 9 mm (5.65 x 2.83 x 0.35 in),166 g (5.86 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",eMMC 4.5,Android 5.1.1 (Lollipop),Quad-core 1.1 GHz Cortex-A7,microSDHC (dedicated slot),8GB 1GB RAM,5 MP,720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Po 2300 mAh, removable",,,"Black, White",About 90 EUR,Qualcomm MSM8909 Snapdragon 210 (28 nm),Adreno 304,LED flash,,,,,,,,,,,,"1, 3, 4, 5, 7, 8, 20, 38, B40, B41",,,"Glass front, plastic back, plastic frame",,,,,A2020a40,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo ZUK Z2 Pro,https://fdn2.gsmarena.com/vv/bigpic/zuk-z2-pro-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, April","Available. Released 2016, June",145.4 x 70.5 x 7.5 mm (5.72 x 2.78 x 0.30 in),145 g (5.11 oz),,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~72.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",CDMA 800,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat), ZUI 2.5",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),No,"64GB 4GB RAM, 128GB 6GB RAM","13 MP, f/1.8, 1.34µm, PDAF, OIS","4K@30fps, 1080p@30fps","8 MP, f/2.0, 1/3.2"", 1.4µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"3.1, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate, altimeter",,TD-SCDMA,"Li-Ion 3100 mAh, non-removable",,,"Titanium Black, Ceramic White",About 350 EUR,Qualcomm MSM8996 Snapdragon 820 (14 nm),Adreno 530,"Dual-LED dual-tone flash, panorama, HDR",,,,,,,,,,,,"1, 2, 3, 4, 5, 7, 8, 20, 38, 39, 40, 41",,,,,,,Fast charging 18W Quick Charge 3.0,ZUK Z2121,,,,,,,Corning Gorilla Glass (unspecified version),,,,,,,,,,,,,
lenovo,Lenovo Tab3 10,https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab3-10.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,HSPA 21.1/5.76 Mbps,"2016, February","Available. Released 2016, June",247 x 171 x 8.9 mm (9.72 x 6.73 x 0.35 in),509 g (1.12 lb),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~70.0% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)",,Android 6.0.1 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 3GB RAM","8 MP, AF",1080p@30fps,5 MP,720p,"Yes, dual speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go",Accelerometer,,,"Li-Ion 7000 mAh, non-removable",,Up to 17 h (multimedia),Black,About 280 EUR,Mediatek MT8161 (28 nm),Mali-T720MP2,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Corning Gorilla Glass (unspecified version),,,,,,,,,,,,,
lenovo,Lenovo Tab3 8,https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab3-8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, February","Available. Released 2016, June",210 x 125 x 8.9 mm (8.27 x 4.92 x 0.35 in),329 g (11.61 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~70.7% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,Android 6.0.1 (Marshmallow),Quad-core 1.0 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 1GB RAM, 16GB 2GB RAM","5 MP, AF",Yes,2 MP,,"Yes, dual speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 4290 mAh, non-removable",,Up to 8 h (multimedia),"Black, White",About 120 EUR,Mediatek MT8161 (28 nm),Mali-T720MP2,,,,,,,,,,,,,LTE (unspecified),,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Tab3 7,https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab3-711.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, February","Available. Released 2016, April",191 x 100 x 8.8 mm (7.52 x 3.94 x 0.35 in),260 g (9.17 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~72.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,Android 6.0 (Marshmallow) or 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A53,microSDHC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM","2 MP, AF or 5 MP, AF",1080p@30fps,VGA or 2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 3450 mAh, non-removable",,Up to 9 h (multimedia),Black,About 80 EUR,Mediatek MT8161 (28 nm),Mali-T720MP2,,,,,,,,,,,,,LTE (unspecified),,,,,,,,"TB3-710I, TB-7703X, TB3-730X, TB3-710F",,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Vibe K5 Plus,https://fdn2.gsmarena.com/vv/bigpic/lenovo-k5-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE Cat4 150/50 Mbps","2016, February","Available. Released 2016, April",142 x 71 x 8 mm (5.59 x 2.80 x 0.31 in),142 g (5.01 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",eMMC 4.5,Android 5.1 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),microSDHC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.2, AF",1080p@30fps,"5 MP, f/2.8",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,"Li-Ion 2750 mAh, removable",,,"Silver, Gold",About 140 EUR,Qualcomm MSM8939v2 Snapdragon 616 (28 nm),Adreno 405,"LED flash, HDR, panorama",,,,,,,,,,,,"1, 3, 5, 7, 8, 20",,,"Glass front, aluminum/plastic back, aluminum frame",,,,,"A6020a46, Vibe K5 Plus",Basemark OS II 2.0: 884Basemark X: 4863,"Contrast ratio: 998 (nominal), 2.473 (sunlight)",Photo / Video,Voice 72dB / Noise 71dB / Ring 81dB,Endurance rating 62h,,,,,,,,,,Noise -93.8dB / Crosstalk -91.3dB,,,,,
lenovo,Lenovo Vibe K5,https://fdn2.gsmarena.com/vv/bigpic/lenovo-k5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE Cat4 150/50 Mbps","2016, February 21","Available. Released 2016, June 13",142 x 71 x 8 mm (5.59 x 2.80 x 0.31 in),142 g (5.01 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",eMMC 4.5,Android 5.1 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),microSDHC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.2, AF",1080p@30fps,"5 MP, f/2.8",,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,"Li-Ion 2750 mAh, removable",,,"Champagne Gold, Platinum Silver",About 120 EUR,Qualcomm MSM8929 Snapdragon 415 (28 nm),Adreno 405,"LED flash, HDR, panorama",,,,,,,,,,,,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,"Glass front, aluminum/plastic back, aluminum frame",,,,,"A6020a40, A6020a41, A6020l36, A6020l37",Basemark OS II 2.0: 789Basemark X: 4263,"Contrast ratio: 804 (nominal), 2.459 (sunlight)",Photo / Video,Voice 70dB / Noise 70dB / Ring 78dB,Endurance rating 64h,,,,,,,,,,Noise -90.0dB / Crosstalk -91.5dB,,,,,
lenovo,Lenovo A7000 Turbo,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a7000-turbo.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,"HSPA, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, January",152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in),150 g (5.29 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,"Android 5 (Lollipop), Vibe UI 2",Octa-core 1.7 GHz Cortex-A53,microSDHC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, AF",1080p@30fps,"5 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,"Li-Ion 2900 mAh, removable",,,Matte Black,About 180 EUR,Mediatek MT6752 (28 nm),Mali-T760MP2,"Dual-LED flash, HDR, panorama",,,,,,,,,,,,LTE (unspecified),,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Vibe P1 Turbo,https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-p1-turbo.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE Cat4 150/50 Mbps","2016, February","Available. Released 2016, February",152.9 x 75.6 x 9.9 mm (6.02 x 2.98 x 0.39 in),189 g (6.67 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",eMMC 4.5,Android 5.1 (Lollipop),Octa-core (4x1.6 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/2.2, PDAF",1080p@30fps,"5 MP, f/2.8",,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,"Li-Po 4900 mAh, non-removable",Up to 648 h (2G) / Up to 600 h (3G),Up to 49 h (2G) / Up to 44 h (3G),"Platinum, Graphite Grey, Gold",About 260 EUR,Qualcomm MSM8939v2 Snapdragon 616 (28 nm),Adreno 405,"Dual-LED dual-tone flash, HDR, panorama",,,,,,,,,,,,"1, 3, 7, 20, 40",,Yes,,,,,Fast charging 18W Quick Charge 2.0,"P1a42, P1c72",,,,,,,Corning Gorilla Glass 3,,,,,,,,,,,,,
lenovo,Lenovo K5 Note,https://fdn2.gsmarena.com/vv/bigpic/lenovo-k5-note.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, January",152 x 75.7 x 8.5 mm (5.98 x 2.98 x 0.33 in),165 g (5.82 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",eMMC 5.1,Android 5.1 (Lollipop),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),microSDXC (uses shared SIM slot),"32GB 3GB RAM, 32GB 4GB RAM","13 MP, f/2.2, PDAF",1080p@30fps,8 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,24-bit/192kHz audio,"Li-Po 3500 mAh, non-removable",Up to 543 h (3G),Up to 34 h (2G) / Up to 27 h 30 min (3G),"Silver, Gold, Gray",About 190 EUR,Mediatek MT6755 Helio P10 (28 nm),Mali-T860MP2,"Dual-LED dual-tone flash, HDR, panorama",,,,,,,,,,,,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,"Glass front, aluminum/plastic back, aluminum frame",,,,,"A7020a48, K52e78, A7020a40",,,,,,,,,,,,1.10 W/kg (head)     1.18 W/kg (body),,,,,,,,
lenovo,Lenovo Lemon 3,https://fdn2.gsmarena.com/vv/bigpic/lenovo-lemon-3-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, January",142 x 71 x 8 mm (5.59 x 2.80 x 0.31 in),142 g (5.01 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",TD-SCDMA,Android 5.1 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),microSDHC (dedicated slot),16GB 2GB RAM,"13 MP, AF",1080p@30fps,5 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,eMMC 4.5,"Li-Po 2750 mAh, removable",Up to 360 h (3G),Up to 32 h (3G),"Silver, Gold",About 110 EUR,Qualcomm MSM8939v2 Snapdragon 616 (28 nm),Adreno 405,"LED flash, HDR, panorama",,,,,,,,,,,,LTE (unspecified),,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Vibe S1 Lite,https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-s1-lite1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, May",145 x 71 x 8.6 mm (5.71 x 2.80 x 0.34 in),129 g (4.55 oz),,"Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,Android 5.1 (Lollipop),Octa-core 1.3 GHz Cortex-A53,microSDXC,16GB 2GB RAM,"13 MP, f/2.2, PDAF",1080p@30fps,"8 MP, f/2.2, 1/3.2"", 1.4µm",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,"Li-Po 2700 mAh, non-removable",Up to 225 h (2G) / Up to 225 h (3G),Up to 18 h (3G),"Matte White, Matte Blue",About 210 EUR,Mediatek MT6753 (28 nm),Mali-T760MP2,"Dual-LED dual-tone flash, HDR, panorama",,,,,,,,,,,,"1, 3, 4, 7, 5, 8, 20, 38, 40, 41",,,,,,LED flash,,S1La40,,,,,,,,,,,,,,,,,,,,
